"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Johnson                   Jalen Johnson","SF","28","RK-EXT","$30,000,000","15.61%","$30,000,000","'-","'-","'-","$30,000,000"
"Daniels                   Dyson Daniels","PG","26","RK-EXT","$25,000,000","13.01%","$25,000,000","'-","'-","'-","$25,000,000"

