" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","George                     Paul George","SF","24","$15,925,680","25.25%","$15,925,680","$15,925,680","$15,925,680","$15,925,680","2028"
"2","Hibbert                     Roy Hibbert","C","28","$14,898,938","23.62%","$14,898,938","$14,898,938","$14,898,938","'-","2016"
"3","West                     David West","PF","34","$12,000,000","19.03%","$12,000,000","$12,000,000","$12,000,000","'-","2016"
"4","Hill                     George Hill","PG","28","$8,000,000","12.69%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2017"
"5","Scola                     Luis Scola","PF","34","$4,868,499","7.72%","$4,868,499","$4,868,499","$4,868,499","'-","2015"
"6","Miles                     C.J. Miles","SF","27","$4,205,000","6.67%","$4,205,000","$4,205,000","$4,205,000","'-","2018"
"7","Mahinmi                     Ian Mahinmi","C","28","$4,000,000","6.34%","$4,000,000","$4,000,000","$4,000,000","$4,000,000","2016"
"8","Copeland                     Chris Copeland","SF","30","$3,135,000","4.97%","$3,135,000","$3,135,000","$3,135,000","'-","2015"
"9","Watson                     C.J. Watson","PG","30","$2,077,000","3.29%","$2,077,000","$2,077,000","$2,077,000","$2,077,000","2015"
"10","Hill                     Solomon Hill","SF","23","$1,302,840","2.07%","$1,302,840","$1,302,840","$1,302,840","$1,302,840","2016"
"11","Rudez                     Damjan Rudez","SF","28","$1,100,000","1.74%","$1,100,000","$1,100,000","$1,100,000","'-","2017"
"12","Sloan                     Donald Sloan","PG","27","$948,163","1.50%","$948,163","$948,163","$948,163","'-","2015"
"13","Stuckey                     Rodney Stuckey","PG","28","$915,243","1.45%","$915,243","$915,243","$1,227,985","'-","2015"
"14","Allen                     LaVoy Allen","PF","25","$915,243","1.45%","$915,243","$915,243","$948,163","'-","2015"
"15","Whittington                     Shayne Whittington","PF","23","$507,336","0.80%","$507,336","$507,336","$507,336","'-","2015"

