" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Curry                     Stephen Curry","PG","32","$43,006,362","39.40%","$43,006,362","$43,006,362","$40,491,877","'-","2027"
"2","Thompson                     Klay Thompson","SG","30","$35,361,360","32.40%","$35,361,360","$35,361,360","$35,361,360","$35,361,360","2027"
"3","Wiggins                     Andrew Wiggins","SF","25","$29,542,010","27.07%","$29,542,010","$29,542,010","$29,542,010","$29,542,010","2027"
"4","Green                     Draymond Green","PF","30","$22,246,956","20.38%","$22,246,956","$22,246,956","$22,246,956","$22,246,956","2027"
"5","Oubre Jr.                     Kelly Oubre Jr.","SF","25","$14,375,000","13.17%","$14,375,000","$14,375,000","$14,375,000","$14,375,000","2026"
"6","Wiseman                     James Wiseman","C","19","$8,730,240","8.00%","$8,730,240","$8,730,240","$8,730,240","$8,730,240","2024"
"7","Looney                     Kevon Looney","C","24","$4,821,429","4.42%","$4,821,429","$4,821,429","$4,821,429","$4,821,429","2022"
"8","Poole                     Jordan Poole","SG","21","$2,063,280","1.89%","$2,063,280","$2,063,280","$2,063,280","$2,063,280","2027"
"9","Lee                     Damion Lee","SG","28","$1,762,796","1.62%","$1,762,796","$1,762,796","$1,762,796","$1,762,796","2022"
"10","Bazemore                     Kent Bazemore","SG","31","$1,620,564","1.48%","$1,620,564","$1,620,564","$2,320,044","$2,320,044","2021"
"11","Mulder                     Mychal Mulder","G","26","$1,517,981","1.39%","$1,517,981","$1,701,593","$1,517,981","$1,517,981","2022"
"12","Smailagic                     Alen Smailagic","PF","20","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2023"
"13","Paschall                     Eric Paschall","PF","24","$1,517,981","1.39%","$1,517,981","$1,517,981","$1,517,981","$1,517,981","2022"
"14","Toscano-Anderson                     Juan Toscano-Anderson","SF","27","$358,295","0.33%","$358,295","$44,399","$358,295","$358,295","2022"
"15","Payton II                     Gary Payton II","PG","28","$11,898","0.01%","$11,898","$11,898","$11,898","$11,898","2026"
"16","Bell                     Jordan Bell","C","26","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Mannion                     Nico Mannion","PG","19","Two-Way","'-","'-","'-","'-","'-","2021"

