" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Thompson                     Ausar Thompson","SG","25","$33,353,775","19.14%","","","","","Restricted Bird"
"2","LeVert                     Caris LeVert","SG","33","$19,251,960","11.05%","","","","","Early Bird"
"3","Reed                     Paul Reed","C","28","$16,808,067","9.64%","","","","","Bird"
"4","Sasser                     Marcus Sasser","PG","27","$15,596,949","8.95%","","","","","Restricted Bird"
"5","Beasley                     Malik Beasley","SG","31","$7,200,000","4.13%","","","","","Non-Bird"
"6","Jenkins                     Daniss Jenkins","G","26","$5,400,000","3.10%","","","","",""
"7","Jones                     Isaac Jones","C","27","$2,308,823","1.32%","","","","","Two-Way"
"Incomplete Roster Charge","","","","                                                   $8,607,780"," "," "," "," "," "," "

