" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Tucker                     P.J. Tucker","PF","40","$2,296,274","1.48%","","","","","Non-Bird"
"2","Koponen                     Petteri Koponen","G","37","'-","'-","","","","","1st Round Pick"
"","Round 2, Pick #55","","","                                                   -"," "," "," "," "," "," "

