" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Holiday                     Jrue Holiday","SG","28","$25,976,111","25.50%","$25,976,111","$25,976,111","$25,976,111","$25,111,111","2028"
"2","Davis                     Anthony Davis","PF","25","$25,434,263","24.97%","$25,434,263","$25,434,263","$25,434,263","$25,434,263","2028"
"3","Hill                     Solomon Hill","SF","27","$12,252,928","12.03%","$12,252,928","$12,252,928","$12,252,928","$12,252,928","2020"
"4","Moore                     E'Twaun Moore","SG","29","$8,808,685","8.65%","$8,808,685","$8,808,685","$8,808,685","$8,808,685","2020"
"5","Randle                     Julius Randle","PF","24","$8,641,000","8.48%","$8,641,000","$8,641,000","$8,641,000","$8,780,488","2028"
"6","Johnson                     Stanley Johnson","SF","22","$3,940,402","3.87%","$3,940,402","$3,940,402","$1,402,516","$3,940,402","2019"
"7","Payton                     Elfrid Payton","PG","24","$3,000,000","2.95%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2019"
"8","Miller                     Darius Miller","SF","28","$2,205,000","2.16%","$2,205,000","$2,205,000","$2,205,000","$2,205,000","2019"
"9","Okafor                     Jahlil Okafor","C","23","$1,567,007","1.54%","$1,567,007","$1,567,007","$1,567,007","$1,567,007","2020"
"10","Diallo                     Cheick Diallo","PF","22","$1,544,951","1.52%","$1,544,951","$1,544,951","$1,544,951","$1,544,951","2019"
"11","Clark                     Ian Clark","SG","27","$1,512,601","1.48%","$1,512,601","$1,512,601","$1,757,429","$1,757,429","2019"
"12","Wood                     Christian Wood","PF","23","$1,512,601","1.48%","$1,512,601","$1,512,601","$1,512,601","$1,512,601","2020"
"13","Jackson                     Frank Jackson","PG","20","$1,378,242","1.35%","$1,378,242","$1,378,242","$1,378,242","$1,378,242","2020"
"14","Williams                     Kenrich Williams","SF","24","$838,464","0.82%","$838,464","$1,512,601","$838,464","$838,464","2027"
"15","Bertans                     Dairis Bertans","SG","29","$194,220","0.19%","$194,220","$350,377","$194,220","$194,220","2020"
"16","Bluiett                     Trevon Bluiett","SG","24","Two-Way","'-","'-","'-","'-","'-","2019"

