" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Randolph                     Zach Randolph","PF","36","$12,307,692","12.42%","$12,307,692","$12,307,692","$12,307,692","$11,707,317","2019"
"2","Shumpert                     Iman Shumpert","SG","27","$10,337,079","10.43%","$10,337,079","$10,337,079","$3,679,299","$10,337,079","2019"
"3","Bogdanovic                     Bogdan Bogdanovic","SG","25","$9,470,614","9.56%","$9,470,614","$9,470,614","$9,470,614","$9,470,614","2027"
"4","Koufos                     Kosta Koufos","C","28","$8,393,000","8.47%","$8,393,000","$8,393,000","$8,393,000","$8,393,000","2019"
"5","Carter                     Vince Carter","SG","41","$8,000,000","8.07%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2018"
"6","Temple                     Garrett Temple","SG","31","$8,000,000","8.07%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2026"
"7","Fox                     De'Aaron Fox","PG","20","$4,609,200","4.65%","$4,609,200","$4,609,200","$4,609,200","$4,609,200","2030"
"8","Cauley-Stein                     Willie Cauley-Stein","C","24","$3,704,160","3.74%","$3,704,160","$3,704,160","$3,704,160","$3,704,160","2019"
"9","Hield                     Buddy Hield","SG","25","$3,675,480","3.71%","$3,675,480","$3,675,480","$3,675,480","$3,675,480",""
"10","Caboclo                     Bruno Caboclo","SF","22","$2,451,225","2.47%","$2,451,225","$2,451,225","$872,470","$2,451,225","2018"
"11","Jackson                     Justin Jackson","SF","22","$2,365,560","2.39%","$2,365,560","$2,365,560","$2,365,560","$2,365,560","2021"
"12","Giles                     Harry Giles","PF","19","$1,859,400","1.88%","$1,859,400","$1,859,400","$1,859,400","$1,859,400","2021"
"13","Labissiere                     Skal Labissiere","PF","21","$1,312,611","1.32%","$1,312,611","$1,312,611","$1,312,611","$1,312,611","2020"
"14","Mason III                     Frank Mason III","PG","23","$1,184,385","1.20%","$1,184,385","$1,184,385","$1,184,385","$1,184,385","2020"
"15","Hayes-Davis                     Nigel Hayes-Davis","PF","23","$55,296","0.06%","$55,296","$55,296","$55,296","$55,296","2026"
"16","Sampson                     JaKarr Sampson","SG","24","Two-Way","'-","'-","'-","$49,877","$50,000",""
"17","Cooley                     Jack Cooley","PF","26","Two-Way","'-","'-","'-","'-","$50,000",""

