"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Ball                   LaMelo Ball","PG","28","DRK-EXT","$67,925,514","35.35%","'-","","","Bird",""
"Knueppel                   Kon Knueppel","SF","24","RK-1ST","$34,843,035","18.13%","$19,776,907","","","Restricted Bird",""
"McNeeley                   Liam McNeeley","SF","24","RK-1ST","$16,463,334","8.57%","$8,780,444","","","Restricted Bird",""
"Kalkbrenner                   Ryan Kalkbrenner","C","28","RK-2ND","$3,063,289","1.59%","'-","","","Bird",""
"James                   Sion James","SF","27","RK-2ND","$3,063,289","1.59%","'-","","","Bird",""
"Gibson                   Taj Gibson","C","44","FA","$2,853,371","1.48%","'-","","","Non-Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $18,980,160"," "," "," "," "," "," "

