" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jefferson                     Richard Jefferson","SF","40","$1,620,564","1.48%","","","","",""
"2","Daniels                     Troy Daniels","SG","29","$1,620,564","1.48%","","","","",""

