" ","Player (7)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Vazquez                     Fran Vazquez","C","39","$4,569,840","3.70%","","","","","1st Round Rookie Scale"
"2","Afflalo                     Arron Afflalo","SG","37","$1,836,090","1.48%","","","","",""
"3","Speights                     Marreese Speights","PF","35","$1,836,090","1.48%","","","","","Non-Bird"
"4","Thornwell                     Sindarius Thornwell","SG","28","$1,637,966","1.32%","","","","","Two-Way"
"5","Brazdeikis                     Ignas Brazdeikis","SF","24","$1,637,966","1.32%","","","","","Two-Way"
"6","Law                     Vic Law","SG","27","$1,637,966","1.32%","","","","","Two-Way"
"7","Thornwell                     Sindarius Thornwell","SG","28","$1,489,065","1.20%","","","","","Two-Way"

