" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Gay                     Rudy Gay","SF","28","$19,317,326","30.63%","$19,317,326","$19,317,326","$19,317,326","$19,317,326","2015"
"2","Cousins                     DeMarcus Cousins","C","24","$14,746,000","23.38%","$14,746,000","$14,746,000","$14,746,000","$14,746,000","2018"
"3","Landry                     Carl Landry","PF","31","$6,500,000","10.31%","$6,500,000","$6,500,000","$6,500,000","'-","2017"
"4","Williams                     Derrick Williams","PF","23","$6,331,404","10.04%","$6,331,404","$6,331,404","$6,331,404","$6,331,404","2015"
"5","Thompson                     Jason Thompson","PF","28","$6,037,500","9.57%","$6,037,500","$6,037,500","$6,037,500","'-","2017"
"6","Collison                     Darren Collison","PG","27","$4,797,664","7.61%","$4,797,664","$4,797,664","$4,797,664","$4,797,664","2017"
"7","Miller                     Andre Miller","PG","38","$4,625,000","7.33%","$4,625,000","$4,625,000","$4,625,000","'-","2015"
"8","McLemore                     Ben McLemore","SG","21","$3,026,280","4.80%","$3,026,280","$3,026,280","$3,026,280","'-","2017"
"9","Stauskas                     Nik Stauskas","SG","21","$2,745,840","4.35%","$2,745,840","$2,745,840","$2,745,840","$2,745,840","2018"
"10","Evans                     Reggie Evans","PF","34","$1,768,653","2.80%","$1,768,653","$1,768,653","$1,768,653","'-","2015"
"11","Hollins                     Ryan Hollins","C","30","$915,243","1.45%","$915,243","$915,243","$1,310,286","'-","2015"
"12","Casspi                     Omri Casspi","SF","26","$915,243","1.45%","$915,243","$915,243","$1,063,384","$1,063,384","2015"
"13","McCallum                     Ray McCallum","PG","23","$816,482","1.29%","$816,482","$816,482","$816,482","'-","2016"
"14","Moreland                     Eric Moreland","PF","23","$507,336","0.80%","$507,336","$507,336","$507,336","$507,336","2017"
"15","Stockton                     David Stockton","PG","23","$11,937","0.02%","$11,937","$11,937","$11,937","'-","2016"

