" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Young                     Trae Young","PG","24","$37,096,500","30.00%","$37,096,500","$37,096,500","$37,096,500","$37,096,500","2027"
"2","Collins                     John Collins","PF","25","$23,500,000","19.00%","$23,500,000","$23,500,000","$23,500,000","$23,500,000","2026"
"3","Capela                     Clint Capela","C","28","$18,706,897","15.13%","$20,206,897","$18,706,897","$18,206,897","$18,206,897","2028"
"4","Bogdanovic                     Bogdan Bogdanovic","SG","30","$18,000,000","14.56%","$18,000,000","$18,000,000","$18,000,000","$18,000,000","2027"
"5","Murray                     Dejounte Murray","PG","26","$17,071,120","13.81%","$18,571,120","$17,071,120","$17,071,120","$16,571,120","2028"
"6","Hunter                     De'Andre Hunter","SF","25","$9,835,881","7.95%","$9,835,881","$9,835,881","$9,835,881","$9,835,881","2027"
"7","Okongwu                     Onyeka Okongwu","C","22","$6,395,160","5.17%","$6,395,160","$6,395,160","$6,395,160","$6,395,160","2028"
"8","Griffin                     A.J. Griffin","SF","19","$3,536,160","2.86%","$3,536,160","$3,536,160","$3,536,160","$3,536,160","2026"
"9","Bey                     Saddiq Bey","SF","23","$2,959,080","2.39%","$2,959,080","$2,959,080","$1,003,366","$2,959,080","2027"
"10","Johnson                     Jalen Johnson","SF","21","$2,792,640","2.26%","$2,792,640","$2,792,640","$2,792,640","$2,792,640","2030"
"11","Fernando                     Bruno Fernando","C","24","$2,717,391","2.20%","$2,717,391","$2,717,391","$921,414","$2,717,391","2026"
"12","Mathews                     Garrison Mathews","SG","26","$2,000,000","1.62%","$2,000,000","$2,000,000","$678,161","$2,000,000","2025"
"13","Holiday                     Aaron Holiday","PG","26","$1,836,090","1.48%","$1,836,090","$1,836,090","$1,968,175","$1,968,175","2023"
"14","Krejci                     Vit Krejci","PG","22","$1,563,518","1.26%","$1,563,518","$1,563,518","$1,563,518","$1,563,518","2028"
"15","Martin                     Tyrese Martin","SF","23","$1,017,781","0.82%","$1,017,781","$1,017,781","$1,017,781","$1,017,781","2026"
"16","Forrest                     Trent Forrest","PG","24","Two-Way","'-","'-","'-","'-","'-","2023"
"17","Williams                     Donovan Williams","SF","21","Two-Way","'-","'-","'-","'-","'-","2024"

