" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Griffin                     Blake Griffin","C","35","$2,087,519","1.48%","","","","","Non-Bird"
"2","Kabengele                     Mfiondu Kabengele","PF","27","$1,862,265","1.32%","","","","","Two-Way"

