" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Adams                     Jordan Adams","SG","22","$1,220,900","1.30%","$1,220,900","$1,220,900","$1,220,900","'-"
"2","Williams                     Troy Williams","SF","22","$543,471","0.58%","$543,471","$543,471","$543,471","$543,471"
"3","Douglas                     Toney Douglas","SG","30","$282,595","0.30%","$282,595","$282,595","$379,159","'-"
"4","Franklin                     Jamaal Franklin","SG","25","$163,296","0.17%","$163,296","$163,296","$163,296","'-"
"5","Douglas                     Toney Douglas","SG","30","$100,593","0.11%","$100,593","$100,593","$100,593","'-"
"6","Douglas                     Toney Douglas","SG","30","$57,672","0.06%","$57,672","$57,672","$77,379","$77,379"
"7","Douglas                     Toney Douglas","SG","30","$57,672","0.06%","$57,672","$57,672","$77,379","$77,379"
"8","Stephens                     D.J. Stephens","SG","26","$35,000","0.04%","$35,000","$35,000","$35,000","'-"
"9","Costello                     Matt Costello","C","23","$31,500","0.03%","$31,500","$31,500","$31,500","'-"
"10","Wroten Jr.                     Tony Wroten Jr.","SG","23","$25,000","0.03%","$25,000","$25,000","$25,000","'-"

