" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Griffin                     Blake Griffin","PF","28","$29,727,900","30.00%","$29,727,900","$29,727,900","$12,005,247","$29,512,900","2022"
"2","Drummond                     Andre Drummond","C","24","$23,775,506","23.99%","$23,775,506","$23,775,506","$23,775,506","$23,775,506","2021"
"3","Jackson                     Reggie Jackson","PG","27","$16,000,000","16.15%","$16,000,000","$16,000,000","$16,000,000","$16,000,000","2020"
"4","Leuer                     Jon Leuer","PF","28","$10,497,319","10.59%","$10,497,319","$10,497,319","$10,497,319","$10,497,319","2020"
"5","Galloway                     Langston Galloway","SG","26","$6,666,667","6.73%","$6,666,667","$6,666,667","$6,666,667","$6,666,667","2020"
"6","Smith                     Ishmael Smith","PG","29","$6,000,000","6.05%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2019"
"7","Tolliver                     Anthony Tolliver","PF","32","$3,290,000","3.32%","$3,290,000","$3,290,000","$3,290,000","$3,290,000","2018"
"8","Johnson                     Stanley Johnson","SF","21","$3,097,800","3.13%","$3,097,800","$3,097,800","$3,097,800","$3,097,800","2019"
"9","Ennis III                     James Ennis III","SF","27","$3,028,410","3.06%","$3,028,410","$3,028,410","$1,077,909","$3,028,410","2018"
"10","Kennard                     Luke Kennard","SG","21","$2,759,280","2.78%","$2,759,280","$2,759,280","$2,759,280","$2,759,280","2026"
"11","Bullock                     Reggie Bullock","SF","26","$2,500,000","2.52%","$2,500,000","$2,500,000","$2,500,000","$2,500,000","2019"
"12","Ellenson                     Henry Ellenson","PF","21","$1,780,800","1.80%","$1,780,800","$1,780,800","$1,780,800","$1,780,800","2020"
"13","Moreland                     Eric Moreland","PF","26","$1,739,333","1.76%","$1,739,333","$1,739,333","$1,739,333","$1,739,333","2020"
"14","Nelson                     Jameer Nelson","PG","35","$1,429,818","1.44%","$1,429,818","$1,429,818","$792,644","$2,262,871","2018"
"15","Buycks                     Dwight Buycks","PG","28","$748,160","0.76%","$748,160","$748,160","$748,160","$748,160","2019"
"16","Felder                     Kay Felder","PG","22","Two-Way","'-","'-","'-","'-","'-",""
"17","Hearn                     Reggie Hearn","G","22","Two-Way","'-","'-","'-","'-","'-",""

