" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Wade                     Dwyane Wade","SG","41","$1,836,090","1.48%","","","","","Early Bird"
"2","Mickey                     Jordan Mickey","PF","28","$1,836,090","1.48%","","","","","Non-Bird"
"","Round 2, Pick #50","","","                                                   -"," "," "," "," "," "," "

