" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","McKinnie                     Alfonzo McKinnie","SF","29","$1,090,007","0.97%","$1,090,007","$1,090,007","$1,090,007","'-"
"2","Johnson                     Alize Johnson","PF","25","$705,598","0.63%","$705,598","$705,598","$705,598","'-"
"3","Ilyasova                     Ersan Ilyasova","PF","34","'-","'-","'-","'-","$151,821","$151,821"
"4","Johnson                     Stanley Johnson","SF","25","'-","'-","'-","'-","$120,083","$120,083"
"5","Bell                     Jordan Bell","C","27","'-","'-","'-","'-","$102,831","$102,831"
"6","McKinnie                     Alfonzo McKinnie","SF","29","'-","'-","'-","'-","$102,831","$102,831"
"7","McKinnie                     Alfonzo McKinnie","SF","29","'-","'-","'-","'-","$101,088","$101,088"
"8","McClung                     Mac McClung","PG","23","'-","'-","'-","'-","$53,176","$53,176"
"9","McClung                     Mac McClung","PG","23","'-","'-","'-","'-","$53,176","$53,176"
"10","Hill                     Malcolm Hill","SF","26","'-","'-","'-","'-","$53,176","$53,176"

