" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jefferson                     Richard Jefferson","SF","42","$1,836,090","1.48%","","","","","Non-Bird"
"2","Cousins                     DeMarcus Cousins","C","32","$1,836,090","1.48%","","","","","Non-Bird"
"3","Daniels                     Troy Daniels","SG","31","$1,836,090","1.48%","","","","","Non-Bird"
"4","Rivers                     Austin Rivers","SG","30","$1,766,970","1.43%","","","","",""
"5","Howard                     Markus Howard","PG","23","$1,637,966","1.32%","","","","","Two-Way"

