" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Curry                     Stephen Curry","PG","37","$59,606,817","38.54%","$59,606,817","$59,606,817","$59,606,817","$59,606,817","2027"
"2","Butler                     Jimmy Butler","SF","36","$54,126,450","35.00%","$54,126,450","$54,126,450","$54,126,450","$54,126,450","2027"
"3","Porzingis                     Kristaps Porzingis","PF","30","$30,731,707","19.87%","$30,731,707","$30,731,707","$11,656,854","$30,731,707","2026"
"4","Green                     Draymond Green","PF","35","$25,892,857","16.74%","$25,892,857","$25,892,857","$25,892,857","$25,892,857","2027"
"5","Moody                     Moses Moody","SG","23","$11,574,075","7.48%","$12,037,038","$11,574,075","$11,574,075","$11,574,075","2028"
"6","Horford                     Al Horford","C","39","$5,685,000","3.68%","$5,685,000","$5,685,000","$5,685,000","$5,685,000","2027"
"7","Podziemski                     Brandin Podziemski","SG","22","$3,687,960","2.38%","$3,687,960","$3,687,960","'-","$3,687,960","2027"
"8","Melton                     De'Anthony Melton","SG","27","$3,080,921","1.99%","$3,080,921","$3,080,921","$3,080,921","$3,080,921","2027"
"9","Payton II                     Gary Payton II","PG","33","$2,296,274","1.48%","$2,296,274","$2,296,274","$3,303,774","$3,303,774","2026"
"10","Santos                     Gui Santos","SF","23","$2,221,677","1.44%","$2,221,677","$2,221,677","$2,221,677","$2,221,677","2026"
"11","Post                     Quinten Post","C","25","$1,955,377","1.26%","$1,955,377","$1,955,377","$1,955,377","$1,955,377","2026"
"12","Curry                     Seth Curry","SG","35","$1,755,198","1.14%","$1,755,198","$1,755,198","$2,777,830","'-","2026"
"13","Richard                     Will Richard","G","23","$1,272,870","0.82%","$1,272,870","$1,272,870","$1,272,870","$1,272,870","2029"
"14","Spencer                     Pat Spencer","G","29","$857,804","0.55%","$857,804","$857,804","$857,804","$857,804","2026"

