" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Markkanen                     Lauri Markkanen","PF","28","$46,394,100","30.00%","$46,394,100","$46,394,100","$46,394,100","$46,394,100","2029"
"2","Jackson Jr.                     Jaren Jackson Jr.","PF","26","$35,000,000","22.63%","$35,000,000","$35,000,000","$13,678,161","$35,000,000","2030"
"3","Nurkic                     Jusuf Nurkic","C","31","$19,375,000","12.53%","$19,375,000","$19,375,000","$19,375,000","$19,375,000","2026"
"4","Bailey                     Ace Bailey","SF","19","$9,069,840","5.86%","$9,069,840","$9,069,840","$9,069,840","$9,069,840","2029"
"5","Konchar                     John Konchar","SG","29","$6,165,000","3.99%","$6,165,000","$6,165,000","$2,409,310","$6,165,000","2027"
"6","Williams                     Cody Williams","SG","21","$5,742,480","3.71%","$5,742,480","$5,742,480","$5,742,480","$5,742,480","2028"
"7","Kessler                     Walker Kessler","C","24","$4,878,938","3.15%","$4,878,938","$4,878,938","$4,878,938","'-","2026"
"8","George                     Keyonte George","SG","22","$4,278,960","2.77%","$4,278,960","$4,278,960","$4,278,960","$4,278,960","2027"
"9","Love                     Kevin Love","C","37","$4,150,000","2.68%","$4,150,000","$4,150,000","$4,150,000","$4,150,000","2026"
"10","Mykhailiuk                     Sviatoslav Mykhailiuk","SG","28","$3,675,000","2.38%","$3,675,000","$3,675,000","$3,675,000","$3,675,000","2028"
"11","Filipowski                     Kyle Filipowski","PF","22","$3,000,000","1.94%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2028"
"12","Sensabaugh                     Brice Sensabaugh","SF","22","$2,693,760","1.74%","$2,693,760","$2,693,760","$2,693,760","$2,693,760","2027"
"13","Collier                     Isaiah Collier","PG","21","$2,638,200","1.71%","$2,638,200","$2,638,200","$2,638,200","$2,638,200","2028"
"14","Williams Jr.                     Vincent Williams Jr.","SF","25","$2,301,587","1.49%","$2,301,587","$2,301,587","$899,471","$2,301,587","2027"

