" ","Player (18)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Siakam                     Pascal Siakam","PF","30","$42,176,400","30.00%","$42,176,400","$42,176,400","$42,176,400","$42,176,400","2028"
"2","Haliburton                     Tyrese Haliburton","PG","24","$42,176,400","30.00%","$42,176,400","$42,176,400","$42,176,400","$42,176,400","2029"
"3","Turner                     Myles Turner","C","28","$19,928,500","14.18%","$21,428,500","$19,928,500","$19,928,500","$19,928,500","2029"
"4","Toppin                     Obi Toppin","PF","26","$12,975,000","9.23%","$13,535,000","$12,975,000","$12,975,000","$12,975,000","2028"
"5","Nesmith                     Aaron Nesmith","SF","25","$11,000,000","7.82%","$11,000,000","$11,000,000","$11,000,000","$11,000,000","2029"
"6","McConnell                     T.J. McConnell","PG","32","$9,500,000","6.76%","$9,700,000","$9,500,000","$9,500,000","$9,300,000","2029"
"7","Mathurin                     Bennedict Mathurin","SG","22","$7,245,720","5.15%","$7,245,720","$7,224,899","$7,245,720","$7,245,720","2026"
"8","Walker                     Jarace Walker","PF","21","$6,362,520","4.53%","$6,362,520","$6,362,520","$6,362,520","$6,362,520","2027"
"9","Jackson                     Isaiah Jackson","PF","23","$4,435,381","3.15%","$4,435,381","$4,435,381","$4,435,381","$4,435,381","2028"
"10","Sheppard                     Ben Sheppard","SF","23","$2,663,880","1.89%","$2,663,880","$2,663,880","$2,663,880","$2,663,880","2027"
"11","Johnson                     James Johnson","PF","37","$2,087,519","1.48%","$2,087,519","$2,087,519","$3,303,771","$3,303,771","2025"
"12","Bryant                     Thomas Bryant","C","27","$2,087,519","1.48%","$2,087,519","$2,087,519","$1,947,706","$2,800,834","2026"
"13","Nembhard                     Andrew Nembhard","PG","25","$2,019,699","1.44%","$2,019,699","$2,019,699","$2,019,699","$2,019,699","2028"
"14","Furphy                     Johnny Furphy","SG","20","$1,850,842","1.32%","$1,850,842","$1,850,842","$1,850,842","$1,850,842","2028"
"15","Bradley                     Tony Bradley","C","27","$330,394","0.24%","$330,394","$330,394","$330,394","$345,412","2026"
"16","Jackson                     Quenton Jackson","G","26","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Freeman                     Enrique Freeman","PF","24","Two-Way","'-","'-","'-","'-","'-","2026"
"18","Dennis                     RayJ Dennis","PG","23","Two-Way","'-","'-","'-","'-","'-","2027"

