" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Millsap                     Paul Millsap","PF","30","$18,671,659","26.67%","$18,671,659","$18,671,659","$18,671,659","'-","2018"
"2","Horford                     Al Horford","C","29","$12,000,000","17.14%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2027"
"3","Splitter                     Tiago Splitter","PF","31","$8,800,000","12.57%","$8,800,000","$8,800,000","$8,500,000","'-","2017"
"4","Teague                     Jeff Teague","PG","27","$8,000,000","11.43%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2017"
"5","Korver                     Kyle Korver","SG","34","$5,746,479","8.21%","$5,746,479","$5,746,479","$5,746,479","$5,746,479","2017"
"6","Sefolosha                     Thabo Sefolosha","SF","31","$4,000,000","5.71%","$4,000,000","$4,000,000","$4,000,000","'-","2017"
"7","Scott                     Mike Scott","PF","27","$3,333,333","4.76%","$3,333,333","$3,333,333","$3,333,333","'-","2017"
"8","Hinrich                     Kirk Hinrich","SG","35","$2,996,008","4.28%","$2,996,008","$2,996,008","$2,996,008","'-","2016"
"9","Bazemore                     Kent Bazemore","SF","26","$2,000,000","2.86%","$2,000,000","$2,000,000","$2,000,000","$2,000,000","2016"
"10","Schröder                     Dennis Schröder","PG","22","$1,763,400","2.52%","$1,763,400","$1,763,400","$1,763,400","$1,763,400","2028"
"11","Hardaway Jr.                     Tim Hardaway Jr.","SG","23","$1,304,520","1.86%","$1,304,520","$1,304,520","$1,304,520","$1,304,520","2026"
"12","Tavares                     Walter Tavares","C","23","$1,000,000","1.43%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2018"
"13","Muscala                     Mike Muscala","C","24","$947,276","1.35%","$947,276","$947,276","$947,276","'-","2017"
"14","Patterson                     Lamar Patterson","SG","24","$525,093","0.75%","$525,093","$525,093","$525,093","'-","2017"
"15","Humphries                     Kris Humphries","PF","30","$245,177","0.35%","$245,177","$245,177","$388,025","'-","2016"

