"Player (4 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Mobley                   Evan Mobley","PF","27","DRK-EXT","$57,528,684","31.43%","$57,528,684","'-","'-","'-","$57,528,684"
"Allen                   Jarrett Allen","C","30","VET-EXT","$32,480,000","17.75%","$32,480,000","'-","'-","'-","$32,480,000"
"Merrill                   Sam Merrill","SG","32","FA","$10,517,856","5.75%","$10,517,856","'-","'-","'-","$10,517,856"
"Proctor                   Tyrese Proctor","SG","24","RK-2ND","$2,735,698","1.49%","$2,735,698","'-","'-","'-","'-"

