"Player (4)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Da Silva                   Tristan Da Silva","SF","27","RK-1ST","$18,415,398","10.06%","$9,324,330","","","Restricted Bird",""
"Joseph                   Cory Joseph","PG","37","FA","$2,717,496","1.48%","'-","","","Non-Bird",""
"Queen                   Trevelin Queen","SG","31","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"McClung                   Mac McClung","PG","30","2W","$2,424,264","1.32%","'-","","","Two-Way",""
"Incomplete Roster Charge"," "," "," ","                                   $6,025,448"," "," "," "," "," "," "

