"Player (2 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Johnson                   Tre Johnson","SG","22","RK-1ST","$11,490,211","6.28%","$11,490,211","'-","'-","'-","'-"
"Riley                   Will Riley","SF","22","RK-1ST","$6,155,352","3.36%","$6,155,352","'-","'-","'-","'-"

