" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Parker                     Tony Parker","PG","31","$12,500,000","21.30%","$12,500,000","$12,500,000","$12,500,000","$12,500,000",""
"2","Duncan                     Tim Duncan","PF","37","$10,361,446","17.66%","$10,361,446","$10,361,446","$10,361,446","'-","2015"
"3","Splitter                     Tiago Splitter","PF","29","$10,000,000","17.04%","$10,000,000","$10,000,000","$10,000,000","'-","2017"
"4","Ginobili                     Manu Ginobili","SG","36","$7,500,000","12.78%","$7,500,000","$7,500,000","$7,500,000","'-","2015"
"5","Diaw                     Boris Diaw","C","31","$4,702,500","8.01%","$4,702,500","$4,702,500","$4,702,500","$4,310,625","2014"
"6","Bonner                     Matt Bonner","C","33","$3,945,000","6.72%","$3,945,000","$3,945,000","$3,945,000","'-","2014"
"7","Green                     Danny Green","SG","26","$3,762,500","6.41%","$3,762,500","$3,762,500","$3,762,500","$3,762,500","2015"
"8","Belinelli                     Marco Belinelli","SG","27","$2,750,000","4.69%","$2,750,000","$2,750,000","$2,750,000","$2,750,000","2015"
"9","Leonard                     Kawhi Leonard","SF","22","$1,887,840","3.22%","$1,887,840","$1,887,840","$1,887,840","$1,887,840","2027"
"10","Ayres                     Jeff Ayres","PF","26","$1,750,000","2.98%","$1,750,000","$1,750,000","$1,750,000","'-","2015"
"11","Mills                     Patty Mills","PG","25","$1,133,950","1.93%","$1,133,950","$1,133,950","$1,133,950","$1,133,950","2014"
"12","Joseph                     Cory Joseph","PG","22","$1,120,920","1.91%","$1,120,920","$1,120,920","$1,120,920","$1,120,920","2015"
"13","Daye                     Austin Daye","PF","25","$947,907","1.62%","$947,907","$947,907","$947,907","'-","2015"
"14","Baynes                     Aron Baynes","C","27","$788,872","1.34%","$788,872","$788,872","$788,872","$788,872","2014"
"15","James                     Damion James","SG","26","$20,807","0.04%","$20,807","$20,807","$20,807","'-","2014"

