" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Duval                     Trevon Duval","PG","21","$14,456,970","13.25%","","","","",""
"2","Black                     Tarik Black","PF","28","$3,948,000","3.62%","","","","",""
"3","Faried                     Kenneth Faried","PF","30","$1,620,564","1.48%","","","","",""
"4","Johnson                     Joe Johnson","SG","38","$1,618,486","1.48%","","","","",""
"5","Brown                     Markel Brown","SG","28","$1,443,842","1.32%","","","","",""

