" ","Player (11)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Johnson                     Joe Johnson","SG","34","$21,894,863","31.28%","$21,894,863","$21,894,863","$21,894,863","'-"
"2","Williams                     Deron Williams","PG","31","$5,500,000","7.86%","$5,500,000","$5,500,000","$5,474,787","'-"
"3","Bargnani                     Andrea Bargnani","C","30","$1,039,298","1.48%","$1,039,298","$1,039,298","$1,039,298","'-"
"4","Boatright                     Ryan Boatright","PG","23","$75,000","0.11%","$75,000","$75,000","$75,000","'-"
"5","Sims                     Henry Sims","C","25","$55,722","0.08%","$55,722","$55,722","$57,726","'-"
"6","Sims                     Henry Sims","C","25","$55,722","0.08%","$55,722","$55,722","$57,726","'-"
"7","Miller                     Quincy Miller","SF","23","$50,000","0.07%","$50,000","$50,000","$50,000","'-"
"8","Kilpatrick                     Sean Kilpatrick","SG","26","$49,709","0.07%","$49,709","$49,709","$49,709","$49,709"
"9","Kilpatrick                     Sean Kilpatrick","SG","26","$49,709","0.07%","$49,709","$49,709","$49,709","$49,709"
"10","Jones                     Dahntay Jones","SF","35","$11,144","0.02%","$11,144","$11,144","$17,637","'-"
"11","Harper                     Justin Harper","SF","26","$9,942","0.01%","$9,942","$9,942","$9,942","'-"

