"Player (3 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Washington                   PJ Washington","PF","30","VET-EXT","$22,983,132","12.56%","$22,983,132","'-","'-","'-","$22,983,131"
"Flagg                   Cooper Flagg","SF","22","RK-1ST","$19,178,146","10.48%","$19,178,146","'-","'-","'-","$19,178,146"
"Gafford                   Daniel Gafford","C","30","VET-EXT","$18,989,942","10.38%","$18,989,942","'-","'-","'-","$18,989,942"

