" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Butler                     Jimmy Butler","SF","33","$37,653,300","30.45%","$37,653,300","$37,653,300","$37,653,300","$37,653,300","2027"
"2","Adebayo                     Bam Adebayo","C","25","$30,351,780","24.55%","$30,351,780","$30,351,780","$30,351,780","$30,351,780","2029"
"3","Lowry                     Kyle Lowry","PG","36","$28,333,334","22.91%","$28,333,334","$28,333,334","$28,333,334","$28,333,334","2024"
"4","Robinson                     Duncan Robinson","SF","28","$16,902,000","13.67%","$16,902,000","$16,902,000","$16,902,000","$16,902,000","2028"
"5","Oladipo                     Victor Oladipo","SG","30","$8,750,000","7.08%","$8,750,000","$8,750,000","$8,750,000","$8,750,000","2024"
"6","Martin                     Caleb Martin","SF","27","$6,479,000","5.24%","$6,479,000","$6,456,659","$6,479,000","$6,479,000","2024"
"7","Herro                     Tyler Herro","SG","23","$5,722,116","4.63%","$5,722,116","$5,722,116","$5,722,116","$5,722,116","2027"
"8","Love                     Kevin Love","PF","34","$3,114,138","2.52%","$3,114,138","$3,114,138","$3,114,138","$3,114,138","2026"
"9","Jovic                     Nikola Jovic","SF","16","$2,239,920","1.81%","$2,239,920","$2,239,920","$2,239,920","$2,239,920","2030"
"10","Haslem                     Udonis Haslem","PF","42","$1,836,090","1.48%","$1,836,090","$1,836,090","$2,905,851","$2,905,851","2023"
"11","Vincent                     Gabe Vincent","PG","26","$1,815,677","1.47%","$1,815,677","$1,815,677","$1,815,677","$1,815,677","2026"
"12","Strus                     Max Strus","SG","26","$1,815,677","1.47%","$1,815,677","$1,815,677","$1,815,677","$1,815,677","2027"
"13","Highsmith                     Haywood Highsmith","F","26","$1,752,638","1.42%","$1,752,638","$1,752,638","$1,752,638","$1,752,638","2026"
"14","Yurtseven                     Omer Yurtseven","C","24","$1,752,638","1.42%","$1,752,638","$1,752,638","$1,752,638","$1,752,638","2023"
"15","Zeller                     Cody Zeller","C","30","$517,060","0.42%","$517,060","$517,060","$743,922","$743,922","2023"
"16","Robinson                     Orlando Robinson","C","22","Two-Way","'-","'-","'-","'-","'-","2026"
"17","Cain                     Jamal Cain","SF","23","Two-Way","'-","'-","'-","'-","'-","2026"

