" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Hamilton                     Justin Hamilton","C","27","$1,000,000","1.01%","$1,000,000","$1,000,000","$1,000,000","'-"
"2","McDaniels                     K.J. McDaniels","SG","24","$100,000","0.10%","$100,000","$100,000","$100,000","'-"
"3","Hayes-Davis                     Nigel Hayes-Davis","PF","23","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"
"4","Hayes-Davis                     Nigel Hayes-Davis","PF","23","$46,080","0.05%","$46,080","$46,080","$46,080","$46,080"

