" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Booker                     Devin Booker","SG","23","$27,285,000","25.00%","$27,285,000","$27,285,000","$25,579,688","$27,285,000","2030"
"2","Rubio                     Ricky Rubio","PG","29","$16,200,000","14.84%","$16,200,000","$16,200,000","$15,187,500","$16,200,000","2022"
"3","Oubre Jr.                     Kelly Oubre Jr.","SF","24","$15,625,000","14.32%","$15,625,000","$15,625,000","$14,648,438","$15,625,000","2026"
"4","Ayton                     Deandre Ayton","C","21","$9,562,920","8.76%","$9,562,920","$8,476,225","$8,965,238","$9,562,920","2027"
"5","Baynes                     Aron Baynes","C","33","$5,453,280","5.00%","$5,453,280","$5,453,280","$5,112,450","$5,634,146","2020"
"6","Kaminsky                     Frank Kaminsky","PF","26","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,469,063","$4,767,000","2021"
"7","Bridges                     Mikal Bridges","SF","23","$4,161,000","3.81%","$4,161,000","$4,161,000","$3,900,938","$4,161,000","2030"
"8","Johnson                     Cameron Johnson","SF","23","$4,033,440","3.70%","$4,033,440","$4,033,440","$3,781,350","$4,033,440","2027"
"9","Saric                     Dario Saric","PF","25","$3,481,986","3.19%","$3,481,986","$3,481,986","$3,264,362","$3,481,986","2026"
"10","Jerome                     Ty Jerome","SG","22","$2,193,480","2.01%","$2,193,480","$2,193,480","$2,056,388","$2,193,480","2028"
"11","Diallo                     Cheick Diallo","PF","23","$1,678,854","1.54%","$1,678,854","$1,678,854","$1,573,926","$1,678,854","2020"
"12","Okobo                     Élie Okobo","PG","22","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2022"
"13","Carter                     Jevon Carter","PG","24","$1,416,852","1.30%","$1,416,852","$1,416,852","$1,328,299","$1,416,852","2020"
"14","Lecque                     Jalen Lecque","PG","19","$898,310","0.82%","$898,310","$1,620,564","$842,166","$898,310","2023"
"15","Payne                     Cameron Payne","PG","25","$196,288","0.18%","$196,288","$196,288","$196,288","$196,288","2021"
"16","Owens                     Tariq Owens","PF","24","Two-Way","'-","'-","'-","'-","'-","2020"

