" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Haslem                     Udonis Haslem","PF","43","$2,019,706","1.48%","","","","","Bird"
"2","Wade                     Dwyane Wade","SG","42","$2,019,706","1.48%","","","","","Early Bird"
"3","Mickey                     Jordan Mickey","PF","29","$2,019,706","1.48%","","","","","Non-Bird"

