" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Dorsey                     Tyler Dorsey","SG","23","$1,744,951","1.60%","","","","",""
"2","Zeller                     Tyler Zeller","C","30","$1,618,486","1.48%","","","","",""

