" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Chandler                     Wilson Chandler","SF","37","$2,087,519","1.48%","","","","","Non-Bird"
"2","Aldridge                     LaMarcus Aldridge","PF","39","$2,087,519","1.48%","","","","","Early Bird"
"3","Smith Jr.                     Dennis Smith Jr.","PG","27","$2,087,519","1.48%","","","","","Non-Bird"
"4","James                     Mike James","PG","34","$2,087,519","1.48%","","","","","Non-Bird"
"5","Milutinov                     Nikola Milutinov","C","30","'-","'-","","","","","1st Round Pick"

