" ","Player (14)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bledsoe                     Eric Bledsoe","PG","26","$13,500,000","19.29%","$13,500,000","$13,500,000","$13,500,000","$13,500,000",""
"2","Knight                     Brandon Knight","PG","24","$13,500,000","19.29%","$13,500,000","$13,500,000","$13,500,000","$13,500,000","2020"
"3","Chandler                     Tyson Chandler","C","33","$13,000,000","18.57%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2019"
"4","Teletovic                     Mirza Teletovic","PF","30","$5,500,000","7.86%","$5,500,000","$5,500,000","$5,500,000","$5,500,000","2016"
"5","Tucker                     P.J. Tucker","SF","30","$5,500,000","7.86%","$5,500,000","$5,500,000","$5,500,000","$5,500,000","2017"
"6","Len                     Alex Len","C","22","$3,807,120","5.44%","$3,807,120","$3,807,120","$3,807,120","'-","2017"
"7","Booker                     Devin Booker","SG","19","$2,127,840","3.04%","$2,127,840","$2,127,840","$2,127,840","$2,127,840","2030"
"8","Warren                     T.J. Warren","SF","22","$2,041,080","2.92%","$2,041,080","$2,041,080","$2,041,080","$2,041,080","2018"
"9","Goodwin                     Archie Goodwin","SG","21","$1,160,160","1.66%","$1,160,160","$1,160,160","$1,160,160","$1,160,160","2017"
"10","Leuer                     Jon Leuer","PF","26","$1,035,000","1.48%","$1,035,000","$1,035,000","$1,035,000","$1,035,000","2016"
"11","Jenkins                     John Jenkins","SG","24","$981,348","1.40%","$981,348","$981,348","$981,348","'-","2018"
"12","Price                     Ronnie Price","PG","32","$947,276","1.35%","$947,276","$947,276","$1,499,187","'-","2016"
"13","Budinger                     Chase Budinger","SF","27","$206,172","0.29%","$206,172","$206,172","$258,082","'-","2016"
"14","Williams                     Alan Williams","PF","23","$83,397","0.12%","$83,397","$83,397","$83,397","'-","2017"

