" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Afflalo                     Arron Afflalo","SG","35","$1,620,564","1.48%","","","","",""
"2","Speights                     Marreese Speights","PF","33","$1,620,564","1.48%","","","","",""
"3","Law                     Vic Law","SG","25","$1,445,697","1.32%","","","","",""

