"Player (4 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Barnes                   Scottie Barnes","PF","27","DRK-EXT","$47,940,570","26.19%","$47,940,570","'-","'-","'-","$47,940,570"
"Quickley                   Immanuel Quickley","PG","29","FA","$32,500,000","17.76%","$32,500,000","'-","$2,500,000","'-","$32,500,000"
"Poeltl                   Jakob Poeltl","C","33","VET-EXT","$29,484,000","16.11%","$29,484,000","'-","'-","'-","$29,484,000"
"Murray-Boyles                   Collin Murray-Boyles","PF","23","RK-1ST","$8,874,684","4.85%","$8,874,684","'-","'-","'-","'-"

