" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Rondo                     Rajon Rondo","PG","37","$2,019,706","1.48%","","","","","Non-Bird"
"2","Davis                     Ed Davis","C","34","$2,019,706","1.48%","","","","","Non-Bird"

