" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Hunter                     R.J. Hunter","SG","23","$425,000","0.45%","$425,000","$425,000","$425,000","'-"
"2","Walkup                     Thomas Walkup","SG","24","$69,500","0.07%","$69,500","$69,500","$69,500","'-"

