"Player (6 of 15 + 0 of 3 TW)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Base Salary","Incentives                 Likely","Incentives                 Unlikely","Trade Bonus                 Proration","Guaranteed"
"Cunningham                   Cade Cunningham","PG","26","DRK-EXT","$53,817,156","30.88%","$53,817,156","'-","'-","'-","$53,817,156"
"Robinson                   Duncan Robinson","SF","33","S&T","$15,151,222","8.69%","$15,151,222","'-","'-","'-","'-"
"Stewart                   Isaiah Stewart","C","26","RK-EXT","$15,000,000","8.61%","$15,000,000","'-","$1,000,000","'-","$15,000,000"
"Holland II                   Ron Holland II","SF","22","RK-1ST","$11,491,183","6.59%","$11,491,183","'-","'-","'-","'-"
"Lanier                   Chaz Lanier","SG","26","RK-2ND","$2,525,901","1.45%","$2,525,901","'-","'-","'-","'-"
"Klintman                   Bobi Klintman","SF","24","RK-2ND","$2,486,995","1.43%","$2,486,995","'-","'-","'-","'-"

