" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Vucevic                     Nikola Vucevic","C","30","$26,000,000","23.82%","$26,000,000","$26,000,000","$9,438,356","$26,000,000","2023"
"2","LaVine                     Zach LaVine","SG","25","$19,500,000","17.87%","$19,500,000","$19,500,000","$19,500,000","$19,500,000","2027"
"3","Young                     Thaddeus Young","PF","32","$13,545,000","12.41%","$14,545,000","$13,545,000","$13,545,000","$13,545,000","2022"
"4","Satoransky                     Tomas Satoransky","SG","29","$10,000,000","9.16%","$10,000,000","$10,000,000","$10,000,000","$10,000,000","2022"
"5","Aminu                     Al-Farouq Aminu","PF","30","$9,720,900","8.91%","$9,720,900","$9,720,900","$3,528,820","$9,720,900","2022"
"6","Felicio                     Cristiano Felicio","PF","28","$7,529,020","6.90%","$7,529,020","$7,529,020","$7,529,020","$7,529,020","2021"
"7","Williams                     Patrick Williams","PF","19","$7,068,360","6.48%","$7,068,360","$7,068,360","$7,068,360","$7,068,360","2024"
"8","Markkanen                     Lauri Markkanen","PF","23","$6,731,508","6.17%","$6,731,508","$6,731,508","$6,731,508","$6,731,508","2029"
"9","White                     Coby White","PG","20","$5,572,680","5.11%","$5,572,680","$5,572,680","$5,572,680","$5,572,680","2026"
"10","Theis                     Daniel Theis","C","28","$5,000,000","4.58%","$5,000,000","$5,000,000","$1,815,068","$5,000,000","2021"
"11","Temple                     Garrett Temple","SG","34","$4,767,000","4.37%","$4,767,000","$4,767,000","$4,767,000","$4,767,000","2026"
"12","Valentine                     Denzel Valentine","SG","27","$4,642,800","4.25%","$4,642,800","$4,642,800","$4,642,800","$4,642,800","2021"
"13","Brown Jr.                     Troy Brown Jr.","SF","21","$3,372,840","3.09%","$3,372,840","$3,372,840","$1,224,387","$3,372,840","2022"
"14","Arcidiacono                     Ryan Arcidiacono","PG","26","$3,000,000","2.75%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2022"
"15","Green                     Javonte Green","SG","27","$1,517,981","1.39%","$1,517,981","$1,517,981","$551,048","$1,517,981","2026"
"16","Dotson                     Devon Dotson","PG","21","Two-Way","'-","'-","'-","'-","'-",""
"17","Mokoka                     Adam Mokoka","SG","22","Two-Way","'-","'-","'-","'-","'-","2021"

