" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Amundson                     Louis Amundson","PF","30","$62,912","0.11%","$62,912","$62,912","$62,912","'-"
"2","Thomas                     Malcolm Thomas","PF","24","$44,835","0.08%","$44,835","$44,835","$44,835","'-"
"3","Thomas                     Malcolm Thomas","PF","24","$44,835","0.08%","$44,835","$44,835","$44,835","'-"

