" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Bosh                     Chris Bosh","PF","31","$22,192,730","31.70%","$22,192,730","$22,192,730","$22,192,730","'-","2019"
"2","Wade                     Dwyane Wade","SG","34","$20,000,000","28.57%","$20,000,000","$20,000,000","$20,000,000","$20,000,000","2016"
"3","Dragic                     Goran Dragic","PG","29","$14,783,000","21.12%","$14,783,000","$14,783,000","$14,783,000","$14,783,000","2020"
"4","Deng                     Luol Deng","SF","30","$10,151,612","14.50%","$10,151,612","$10,151,612","$10,151,612","$10,151,612","2016"
"5","McRoberts                     Josh McRoberts","PF","28","$5,543,725","7.92%","$5,543,725","$5,543,725","$5,543,725","$5,543,725","2018"
"6","Haslem                     Udonis Haslem","PF","35","$2,854,940","4.08%","$2,854,940","$2,854,940","$2,854,940","'-","2016"
"7","Winslow                     Justise Winslow","SF","19","$2,481,720","3.55%","$2,481,720","$2,481,720","$2,481,720","$2,481,720",""
"8","Whiteside                     Hassan Whiteside","C","26","$981,348","1.40%","$981,348","$981,348","$981,348","$981,348","2016"
"9","Stoudemire                     Amar'e Stoudemire","PF","33","$947,276","1.35%","$947,276","$947,276","$1,499,187","'-","2016"
"10","Green                     Gerald Green","SG","30","$947,276","1.35%","$947,276","$947,276","$1,356,146","'-","2016"
"11","Johnson                     Tyler Johnson","SG","23","$845,059","1.21%","$845,059","$845,059","$845,059","$845,059","2016"
"12","Richardson                     Josh Richardson","SG","22","$525,093","0.75%","$525,093","$525,093","$525,093","$525,093",""
"13","Johnson                     Joe Johnson","SG","34","$261,894","0.37%","$261,894","$261,894","$414,481","$414,481","2016"
"14","Weber                     Briante Weber","PG","23","$12,355","0.02%","$12,355","$22,289","$12,355","$12,355","2018"
"15","Wright                     Dorell Wright","SF","30","$11,144","0.02%","$11,144","$11,144","$17,637","'-","2016"

