" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Mickey                     Jordan Mickey","PF","24","$1,600,520","1.57%","","","","",""
"2","Babbitt                     Luke Babbitt","SF","29","$1,544,951","1.52%","","","","",""

