" ","Player (3)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Wagner                     Moritz Wagner","C","23","$2,161,920","1.98%","$2,161,920","$2,161,920","$784,807","'-"
"2","Yabusele                     Guerschon Yabusele","PF","25","$1,039,080","0.95%","$1,039,080","$1,039,080","$1,039,080","'-"
"3","Jackson                     Demetrius Jackson","PG","26","$92,857","0.09%","$92,857","$92,857","$92,857","'-"

