" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Carroll                     DeMarre Carroll","SF","29","$13,600,000","19.43%","$13,600,000","$13,600,000","$13,600,000","$13,600,000","2019"
"2","Lowry                     Kyle Lowry","PG","29","$12,000,000","17.14%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2018"
"3","DeRozan                     DeMar DeRozan","SG","26","$10,150,000","14.50%","$10,150,000","$10,150,000","$10,150,000","$10,150,000","2027"
"4","Joseph                     Cory Joseph","PG","24","$7,000,000","10.00%","$7,000,000","$7,000,000","$7,000,000","$7,000,000","2019"
"5","Patterson                     Patrick Patterson","PF","26","$6,268,675","8.96%","$6,268,675","$6,268,675","$6,268,675","$6,268,675","2017"
"6","Valanciunas                     Jonas Valanciunas","C","23","$4,660,482","6.66%","$4,660,482","$4,660,482","$4,660,482","$4,660,482","2027"
"7","Ross                     Terrence Ross","SG","24","$3,553,917","5.08%","$3,553,917","$3,553,917","$3,553,917","$3,553,917",""
"8","Scola                     Luis Scola","PF","35","$2,900,000","4.14%","$2,900,000","$2,900,000","$2,900,000","'-","2016"
"9","Biyombo                     Bismack Biyombo","C","23","$2,814,000","4.02%","$2,814,000","$2,814,000","$2,814,000","$2,814,000","2026"
"10","Johnson                     James Johnson","PF","28","$2,500,000","3.57%","$2,500,000","$2,500,000","$2,500,000","$2,500,000","2016"
"11","Nogueira                     Lucas Nogueira","C","23","$1,842,000","2.63%","$1,842,000","$1,842,000","$1,842,000","$1,842,000","2018"
"12","Caboclo                     Bruno Caboclo","SF","20","$1,524,000","2.18%","$1,524,000","$1,524,000","$1,524,000","$1,524,000","2018"
"13","Wright                     Delon Wright","PG","23","$1,509,360","2.16%","$1,509,360","$1,509,360","$1,509,360","$1,509,360","2019"
"14","Powell                     Norman Powell","SG","22","$650,000","0.93%","$650,000","$650,000","$650,000","$650,000","2026"
"15","Thompson                     Jason Thompson","PF","29","$245,177","0.35%","$245,177","$245,177","$328,955","'-","2016"

