" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Jackson Jr.                     Jaren Jackson Jr.","PF","23","$28,946,605","23.41%","$28,946,605","$28,946,605","$28,946,605","$28,946,605","2030"
"2","Adams                     Steven Adams","C","29","$17,926,829","14.50%","$17,926,829","$17,926,829","$17,926,829","$17,926,829","2028"
"3","Jones                     Tyus Jones","PG","26","$15,000,000","12.13%","$15,520,833","$15,000,000","$15,000,000","$15,000,000","2026"
"4","Kennard                     Luke Kennard","SG","26","$13,745,455","11.12%","$15,807,272","$13,745,455","$4,660,815","$13,745,455","2026"
"5","Morant                     Ja Morant","PG","23","$12,119,440","9.80%","$12,119,440","$11,785,111","$12,119,440","$12,119,440","2028"
"6","Brooks                     Dillon Brooks","SF","27","$11,400,000","9.22%","$11,400,000","$11,282,070","$11,400,000","$11,400,000","2027"
"7","Williams                     Ziaire Williams","SF","21","$4,591,680","3.71%","$4,591,680","$4,591,680","$4,591,680","$4,591,680","2027"
"8","Clarke                     Brandon Clarke","PF","26","$4,343,920","3.51%","$4,343,920","$4,343,920","$4,343,920","$4,343,920","2027"
"9","LaRavia                     Jake LaRavia","PF","21","$3,047,640","2.46%","$3,047,640","$3,047,640","$3,047,640","$3,047,640","2027"
"10","Roddy                     David Roddy","PF","21","$2,588,640","2.09%","$2,588,640","$2,588,640","$2,588,640","$2,588,640","2025"
"11","Konchar                     John Konchar","SG","26","$2,300,000","1.86%","$2,300,000","$2,300,000","$2,300,000","$2,300,000","2027"
"12","Bane                     Desmond Bane","SG","24","$2,130,240","1.72%","$2,130,240","$2,130,240","$2,130,240","$2,130,240","2029"
"13","Aldama                     Santi Aldama","C","22","$2,094,120","1.69%","$2,094,120","$2,094,120","$2,094,120","$2,094,120","2028"
"14","Tillman                     Xavier Tillman","C","24","$1,782,621","1.44%","$1,782,621","$1,782,621","$1,782,621","$1,782,621","2024"
"15","Lofton Jr.                     Kenneth Lofton Jr.","PF","20","$1,000,000","0.81%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2026"
"16","Williams Jr.                     Vincent Williams Jr.","SF","22","Two-Way","'-","'-","'-","'-","'-","2027"
"17","Gilyard                     Jacob Gilyard","PG","24","Two-Way","'-","'-","'-","'-","'-","2024"

