" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Horford                     Al Horford","C","30","$26,540,100","28.19%","$26,540,100","$26,540,100","$26,540,100","$26,540,100","2027"
"2","Johnson                     Amir Johnson","PF","29","$12,000,000","12.75%","$12,000,000","$12,000,000","$12,000,000","$12,000,000","2017"
"3","Bradley                     Avery Bradley","SG","26","$8,269,663","8.78%","$8,269,663","$8,269,663","$8,269,663","$8,269,663","2018"
"4","Zeller                     Tyler Zeller","C","27","$8,000,000","8.50%","$8,000,000","$8,000,000","$8,000,000","$8,000,000","2018"
"5","Thomas                     Isaiah Thomas","PG","27","$6,587,132","7.00%","$6,587,132","$6,587,132","$6,587,132","$6,587,132","2018"
"6","Crowder                     Jae Crowder","SF","26","$6,286,408","6.68%","$6,286,408","$6,286,408","$6,286,408","$6,286,408","2020"
"7","Jerebko                     Jonas Jerebko","PF","29","$5,000,000","5.31%","$5,000,000","$5,000,000","$5,000,000","'-","2017"
"8","Brown                     Jaylen Brown","SF","20","$4,743,000","5.04%","$4,743,000","$4,743,000","$4,743,000","$4,743,000","2029"
"9","Smart                     Marcus Smart","PG","22","$3,578,880","3.80%","$3,578,880","$3,578,880","$3,578,880","$3,578,880","2027"
"10","Olynyk                     Kelly Olynyk","C","25","$3,094,014","3.29%","$3,094,014","$3,094,014","$3,094,014","$3,094,014","2026"
"11","Rozier                     Terry Rozier","PG","22","$1,906,440","2.03%","$1,906,440","$1,906,440","$1,906,440","$1,906,440","2026"
"12","Young                     James Young","SG","21","$1,825,200","1.94%","$1,825,200","$1,825,200","$1,825,200","'-","2017"
"13","Jackson                     Demetrius Jackson","PG","22","$1,450,000","1.54%","$1,450,000","$1,450,000","$1,450,000","'-","2020"
"14","Mickey                     Jordan Mickey","PF","22","$1,223,653","1.30%","$1,223,653","$1,223,653","$1,223,653","$1,223,653","2019"
"15","Green                     Gerald Green","SG","31","$980,431","1.04%","$980,431","$980,431","$1,410,598","'-","2017"

