" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Martin                     Kenyon Martin","PF","37","$915,243","1.45%","","","","",""
"2","Bibby                     Mike Bibby","PG","","$884,293","1.40%","","","","",""
"3","Davis                     Baron Davis","PG","35","$884,293","1.40%","","","","",""
"4","Barron                     Earl Barron","PF","33","$884,293","1.40%","","","","",""

