" ","Player (23)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","McGee                     JaVale McGee","C","27","$11,250,000","17.84%","$11,250,000","$11,250,000","$11,250,000","'-"
"2","Outlaw                     Travis Outlaw","SF","30","$3,000,000","4.76%","$3,000,000","$3,000,000","$3,000,000","'-"
"3","Kirilenko                     Andrei Kirilenko","SF","33","$2,328,365","3.69%","$2,328,365","$2,328,365","$2,328,365","'-"
"4","Maynor                     Eric Maynor","PG","27","$2,016,000","3.20%","$2,016,000","$2,016,000","$2,016,000","'-"
"5","Teague                     Marquis Teague","PG","21","$1,120,920","1.78%","$1,120,920","$1,120,920","$1,120,920","'-"
"6","Thomas                     Malcolm Thomas","PF","26","$635,827","1.01%","$635,827","$635,827","$635,827","'-"
"7","Thomas                     Malcolm Thomas","PF","26","$474,082","0.75%","$474,082","$474,082","$474,082","'-"
"8","Jackson                     Pierre Jackson","PG","23","$400,000","0.63%","$400,000","$400,000","$400,000","'-"
"9","Cunningham                     Jared Cunningham","SG","23","$398,400","0.63%","$398,400","$398,400","$398,400","'-"
"10","Gutierrez                     Jorge Gutierrez","PG","26","$230,536","0.37%","$230,536","$230,536","$230,536","'-"
"11","Johnson                     Christapher Johnson","SF","24","$113,059","0.18%","$113,059","$113,059","$113,059","'-"
"12","Gordon                     Drew Gordon","PF","24","$83,561","0.13%","$83,561","$83,561","$83,561","'-"
"13","Varnado                     Jarvis Varnado","PF","26","$75,000","0.12%","$75,000","$75,000","$75,000","'-"
"14","Lee                     Malcolm Lee","SG","24","$50,000","0.08%","$50,000","$50,000","$50,000","'-"
"15","Lee                     Malcolm Lee","SG","24","$48,454","0.08%","$48,454","$48,454","$48,454","'-"
"16","Gordon                     Drew Gordon","PF","24","$40,000","0.06%","$40,000","$40,000","$40,000","'-"
"17","Roberts                     Ronald Roberts","SF","23","$35,000","0.06%","$35,000","$35,000","$35,000","'-"
"18","Drew II                     Larry Drew II","PG","24","$29,843","0.05%","$29,843","$29,843","$29,843","'-"
"19","Drew II                     Larry Drew II","PG","24","$29,843","0.05%","$29,843","$29,843","$29,843","'-"
"20","Frazier                     Tim Frazier","PG","24","$29,843","0.05%","$29,843","$29,843","$29,843","$29,843"
"21","Frazier                     Tim Frazier","PG","24","$29,843","0.05%","$29,843","$29,843","$29,843","$29,843"
"22","Roberts                     Ronald Roberts","SF","23","$14,922","0.02%","$14,922","$14,922","$14,922","'-"
"23","Williams                     Elliot Williams","SG","25","$11,542","0.02%","$11,542","$11,542","$11,542","'-"

