"Player (6)","Pos","Age","Type","Cap Hit","Cap Hit Pct                 League Cap","Qualifying Offer"," "," "," "," "
"Porter Jr.                   Michael Porter Jr.","SF","29","DRK-EXT","$42,659,956","24.48%","'-","","","Bird",""
"Clowney                   Noah Clowney","PF","23","RK-1ST","$16,242,102","9.32%","$8,343,027","","","Restricted Bird",""
"Sharpe                   Day'Ron Sharpe","C","26","FA","$11,875,000","6.81%","'-","","","Bird",""
"Williams                   Ziaire Williams","SF","26","FA","$11,838,461","6.79%","'-","","","Bird",""
"Milutinov                   Nikola Milutinov","C","33","","$3,490,320","2.00%","'-","","","1st Round Pick",""
"Minott                   Josh Minott","SF","25","FA","$2,579,865","1.48%","'-","","","Early Bird",""
"Incomplete Roster Charge"," "," "," ","                                   $7,173,150"," "," "," "," "," "," "

