" ","Player (5)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Jefferson                     Richard Jefferson","SF","44","$2,087,519","1.48%","","","","","Non-Bird"
"2","Cousins                     DeMarcus Cousins","C","34","$2,087,519","1.48%","","","","","Non-Bird"
"3","Holiday                     Justin Holiday","SG","35","$2,087,519","1.48%","","","","","Non-Bird"
"4","Daniels                     Troy Daniels","SG","33","$2,087,519","1.48%","","","","","Non-Bird"
"5","Howard                     Markus Howard","PG","25","$1,862,265","1.32%","","","","","Two-Way"

