" ","Player (2)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Johnson                     Chris Johnson","PF","28","$916,099","1.56%","$916,099","$916,099","$916,099","'-"
"2","Price                     A.J. Price","PG","27","$884,293","1.51%","$884,293","$884,293","$947,907","'-"

