" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Williams                     Deron Williams","PG","32","$5,474,787","5.82%","$5,474,787","$5,474,787","$5,474,787","'-"
"2","Scola                     Luis Scola","PF","36","$5,000,000","5.31%","$5,000,000","$5,000,000","$5,000,000","'-"
"3","Vasquez                     Greivis Vasquez","PG","30","$4,347,826","4.62%","$4,347,826","$4,347,826","$4,347,826","'-"
"4","Bennett                     Anthony Bennett","PF","23","$1,015,696","1.08%","$1,015,696","$1,015,696","$1,015,696","'-"
"5","Thornton                     Marcus Thornton","SG","29","$980,431","1.04%","$980,431","$980,431","$386,896","'-"
"6","Jack                     Jarrett Jack","PG","33","$500,000","0.53%","$500,000","$500,000","$500,000","'-"
"7","Bargnani                     Andrea Bargnani","C","31","$323,599","0.34%","$323,599","$323,599","$323,599","'-"
"8","Ferrell                     Yogi Ferrell","PG","23","$102,300","0.11%","$102,300","$102,300","$102,300","'-"
"9","Ferrell                     Yogi Ferrell","PG","23","$100,000","0.11%","$100,000","$100,000","$100,000","'-"
"10","Mockevicius                     Egidijus Mockevicius","C","24","$100,000","0.11%","$100,000","$100,000","$100,000","'-"
"11","Alexander                     Cliff Alexander","PF","21","$75,000","0.08%","$75,000","$75,000","$75,000","'-"
"12","Acy                     Quincy Acy","PF","26","$57,672","0.06%","$57,672","$57,672","$61,821","$61,821"
"13","Acy                     Quincy Acy","PF","26","$57,672","0.06%","$57,672","$57,672","$61,821","$61,821"
"14","Goodwin                     Archie Goodwin","SG","22","$57,672","0.06%","$57,672","$57,672","$59,747","$59,747"
"15","Goodwin                     Archie Goodwin","SG","22","$57,672","0.06%","$57,672","$57,672","$59,747","$59,747"
"16","Beech                     Beau Beech","SG","22","$45,000","0.05%","$45,000","$45,000","$45,000","'-"
"17","Ibeh                     Prince Ibeh","C","22","$28,772","0.03%","$28,772","$51,905","$28,772","'-"

