" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Porter Jr.                     Otto Porter Jr.","SF","27","$28,489,238","26.10%","$28,489,238","$28,489,238","$10,341,984","$28,489,238","2021"
"2","Harris                     Gary Harris","SG","26","$19,160,714","17.56%","$21,694,047","$19,160,714","$6,955,602","$19,160,714","2027"
"3","Ross                     Terrence Ross","SG","29","$13,500,000","12.37%","$14,500,000","$13,500,000","$13,500,000","$13,500,000","2023"
"4","Fultz                     Markelle Fultz","PG","22","$12,288,697","11.26%","$12,288,697","$12,288,697","$12,288,697","$12,288,697",""
"5","Isaac                     Jonathan Isaac","PF","23","$7,362,566","6.75%","$7,362,566","$7,362,566","$7,362,566","$7,362,566","2029"
"6","Bamba                     Mohamed Bamba","C","22","$5,969,040","5.47%","$5,969,040","$5,969,040","$5,969,040","$5,969,040","2021"
"7","Carter Jr.                     Wendell Carter Jr.","C","21","$5,448,840","4.99%","$5,448,840","$5,448,840","$1,978,004","$5,448,840","2029"
"8","Carter-Williams                     Michael Carter-Williams","PG","29","$3,300,000","3.02%","$3,300,000","$3,300,000","$3,300,000","$3,300,000","2022"
"9","Ennis III                     James Ennis III","SF","30","$3,300,000","3.02%","$3,300,000","$3,300,000","$3,300,000","$3,300,000","2021"
"10","Anthony                     Cole Anthony","PG","20","$3,285,120","3.01%","$3,285,120","$3,285,120","$3,285,120","$3,285,120",""
"11","Okeke                     Chuma Okeke","PF","22","$3,121,080","2.86%","$3,121,080","$3,121,080","$3,121,080","$3,121,080","2024"
"12","Hampton                     RJ Hampton","PG","19","$2,193,480","2.01%","$2,193,480","$2,193,480","$796,263","$2,193,480","2023"
"13","Bacon                     Dwayne Bacon","SG","25","$1,678,854","1.54%","$1,678,854","$1,678,854","$1,678,854","$1,678,854","2022"
"14","Wagner                     Moritz Wagner","C","23","$221,995","0.20%","$221,995","$221,995","$221,995","$221,995","2026"
"15","Brazdeikis                     Ignas Brazdeikis","SF","22","$49,510","0.05%","$49,510","$55,499","$49,510","$49,510","2021"
"16","Thornwell                     Sindarius Thornwell","SG","26","Two-Way","'-","'-","'-","'-","'-","2021"
"17","Randle                     Chasson Randle","PG","27","Two-Way","'-","'-","'-","'-","'-","2021"

