" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Sanders                     Larry Sanders","C","26","$9,005,882","14.28%","$9,005,882","$9,005,882","$9,005,882","'-"
"2","Wolters                     Nate Wolters","PG","23","$816,482","1.29%","$816,482","$816,482","$816,482","'-"
"3","Martin                     Kenyon Martin","PF","37","$414,551","0.66%","$414,551","$414,551","$656,081","'-"
"4","Martin                     Kenyon Martin","PF","37","$53,838","0.09%","$53,838","$53,838","$85,205","'-"
"5","Martin                     Kenyon Martin","PF","37","$53,838","0.09%","$53,838","$53,838","$85,205","'-"
"6","Johnson                     Christapher Johnson","SF","24","$53,838","0.09%","$53,838","$53,838","$53,838","'-"
"7","Johnson                     Christapher Johnson","SF","24","$53,838","0.09%","$53,838","$53,838","$53,838","'-"
"8","Gutierrez                     Jorge Gutierrez","PG","26","$48,028","0.08%","$48,028","$48,028","$48,028","'-"
"9","Gutierrez                     Jorge Gutierrez","PG","26","$48,028","0.08%","$48,028","$48,028","$48,028","'-"
"10","Eric                     Michael Eric","C","26","$5,969","0.01%","$5,969","$5,969","$5,969","'-"

