" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","DeRozan                     DeMar DeRozan","SF","32","$26,000,000","23.13%","$26,000,000","$26,000,000","$26,000,000","$26,000,000","2027"
"2","Vucevic                     Nikola Vucevic","C","31","$24,000,000","21.35%","$24,000,000","$24,000,000","$24,000,000","$24,000,000","2023"
"3","LaVine                     Zach LaVine","SG","26","$19,500,000","17.35%","$19,500,000","$19,500,000","$19,500,000","$19,500,000","2027"
"4","Ball                     Lonzo Ball","PG","24","$18,604,651","16.55%","$19,604,651","$18,604,651","$18,604,651","$18,604,651","2027"
"5","Jones Jr.                     Derrick Jones Jr.","SF","24","$9,720,900","8.65%","$9,720,900","$9,720,900","$9,720,900","$9,720,900","2027"
"6","Caruso                     Alex Caruso","SG","27","$8,600,000","7.65%","$8,600,000","$8,600,000","$8,600,000","$8,600,000","2029"
"7","Williams                     Patrick Williams","PF","20","$7,422,000","6.60%","$7,422,000","$7,422,000","$7,422,000","$7,422,000","2024"
"8","White                     Coby White","PG","21","$5,837,760","5.19%","$5,837,760","$5,837,760","$5,837,760","$5,837,760","2026"
"9","Brown Jr.                     Troy Brown Jr.","SF","22","$5,170,564","4.60%","$5,170,564","$5,170,564","$5,170,564","$5,170,564","2022"
"10","Bradley                     Tony Bradley","C","24","$1,789,256","1.59%","$1,789,256","$1,789,256","$1,789,256","$1,789,256","2023"
"11","Thomas                     Matt Thomas","SG","27","$1,669,178","1.48%","$1,669,178","$1,669,178","$1,669,178","$1,669,178","2022"
"12","Green                     Javonte Green","SG","28","$1,669,178","1.48%","$1,669,178","$1,669,178","$1,669,178","$1,669,178","2026"
"13","Thompson                     Tristan Thompson","C","30","$1,000,000","0.89%","$1,000,000","$1,000,000","$1,000,000","$1,000,000","2022"
"14","Simonovic                     Marko Simonovic","C","22","$925,258","0.82%","$925,258","$925,258","$925,258","$925,258","2024"
"15","Dosunmu                     Ayo Dosunmu","PG","22","$925,258","0.82%","$925,258","$925,258","$925,258","$925,258","2026"
"16","Cook                     Tyler Cook","PF","24","Two-Way","'-","'-","'-","'-","'-","2022"
"17","Hill                     Malcolm Hill","SF","26","Two-Way","'-","'-","'-","'-","'-","2022"

