" ","Player (10)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed"
"1","Anthony                     Carmelo Anthony","SF","34","$25,534,253","25.07%","$25,534,253","$25,534,253","$8,511,418","'-"
"2","Lin                     Jeremy Lin","PG","30","$11,819,388","11.60%","$11,819,388","$11,819,388","$11,819,388","'-"
"3","Crawford                     Jamal Crawford","SG","38","$2,304,226","2.26%","$2,304,226","$2,304,226","$2,304,226","'-"
"4","Bird                     Jabari Bird","SG","24","$1,349,383","1.32%","$1,349,383","$1,349,383","$481,446","'-"
"5","Zeller                     Tyler Zeller","C","29","$85,458","0.08%","$85,458","$85,458","$106,974","$106,974"
"6","Davis                     Deyonta Davis","C","22","$85,458","0.08%","$85,458","$85,458","$85,458","$85,458"
"7","Davis                     Deyonta Davis","C","22","$85,458","0.08%","$85,458","$85,458","$85,458","$85,458"
"8","Sibert                     Jordan Sibert","SG","26","$47,371","0.05%","$47,371","$85,458","$47,371","$47,371"
"9","Johnson                     B.J. Johnson","SF","23","$47,371","0.05%","$47,371","$85,458","$47,371","$47,371"
"10","Johnson                     B.J. Johnson","SF","23","$47,371","0.05%","$47,371","$85,458","$47,371","$47,371"

