" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Lowry                     Kyle Lowry","PG","33","$34,996,296","32.07%","$34,996,296","$34,996,296","$33,009,028","$33,296,296","2020"
"2","Gasol                     Marc Gasol","C","35","$25,595,700","23.45%","$25,595,700","$25,595,700","$23,995,969","$25,595,700","2020"
"3","Ibaka                     Serge Ibaka","PF","30","$23,271,605","21.32%","$23,271,605","$23,271,605","$21,817,130","$23,271,605","2020"
"4","Powell                     Norman Powell","SG","26","$10,116,576","9.27%","$10,116,576","$10,116,576","$9,484,290","$10,116,576","2026"
"5","VanVleet                     Fred VanVleet","PG","25","$9,346,153","8.56%","$9,346,153","$9,346,153","$8,762,018","$9,346,153","2027"
"6","McCaw                     Patrick McCaw","SG","24","$4,000,000","3.67%","$4,000,000","$4,000,000","$3,750,000","$4,000,000","2021"
"7","Johnson                     Stanley Johnson","SF","23","$3,623,000","3.32%","$3,623,000","$3,623,000","$3,396,563","$3,623,000","2021"
"8","Hollis-Jefferson                     Rondae Hollis-Jefferson","SF","25","$2,500,000","2.29%","$2,500,000","$2,500,000","$2,343,750","$2,500,000","2020"
"9","Siakam                     Pascal Siakam","PF","25","$2,351,839","2.15%","$2,351,839","$2,351,839","$2,204,849","$2,351,839","2028"
"10","Anunoby                     OG Anunoby","SF","22","$2,281,800","2.09%","$2,281,800","$2,281,800","$2,139,188","$2,281,800","2029"
"11","Miller                     Malcolm Miller","SF","26","$1,588,231","1.46%","$1,588,231","$1,620,564","$1,488,967","$1,588,231","2020"
"12","Boucher                     Chris Boucher","PF","27","$1,588,231","1.46%","$1,588,231","$1,620,564","$1,488,967","$1,588,231","2026"
"13","Thomas                     Matt Thomas","SG","25","$898,310","0.82%","$898,310","$1,620,564","$842,166","$898,310","2022"
"14","Davis                     Terence Davis","SG","22","$898,310","0.82%","$898,310","$1,620,564","$842,166","$898,310","2021"
"15","Hernandez                     Dewan Hernandez","C","23","$898,310","0.82%","$898,310","$898,310","$842,166","$898,310","2022"
"16","Brissett                     Oshae Brissett","PF","21","Two-Way","'-","'-","'-","'-","'-","2020"
"17","Watson                     Paul Watson","SG","25","Two-Way","'-","'-","'-","'-","'-","2021"

