" ","Player (16)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Howard                     Dwight Howard","C","26","$18,091,770","31.17%","$18,091,770","$18,091,770","$14,561,669","$14,561,669","2013"
"2","Turkoglu                     Hedo Turkoglu","SF","32","$11,015,850","18.98%","$11,015,850","$11,015,850","$8,866,416","'-","2013"
"3","Nelson                     Jameer Nelson","PG","29","$8,600,000","14.82%","$8,600,000","$8,600,000","$6,921,951","$6,921,951","2012"
"4","Redick                     J.J. Redick","SG","27","$6,750,000","11.63%","$6,750,000","$6,750,000","$5,231,707","$5,231,707","2013"
"5","Davis                     Glen Davis","PF","26","$6,300,000","10.85%","$6,300,000","$6,300,000","$5,070,732","'-","2015"
"6","Richardson                     Jason Richardson","SG","31","$5,395,000","9.29%","$5,395,000","$5,395,000","$4,342,317","'-","2015"
"7","Duhon                     Chris Duhon","PG","29","$3,500,000","6.03%","$3,500,000","$3,500,000","$2,817,073","'-","2013"
"8","Richardson                     Quentin Richardson","PF","31","$2,446,200","4.21%","$2,446,200","$2,446,200","$1,968,893","'-","2012"
"9","Anderson                     Ryan Anderson","PF","23","$2,244,600","3.87%","$2,244,600","$2,244,600","$1,806,629","$1,806,629","2012"
"10","Clark                     Earl Clark","SF","24","$1,160,000","2.00%","$1,160,000","$1,160,000","$933,659","'-","2013"
"11","Wafer                     Von Wafer","PG","","$992,680","1.71%","$992,680","$992,680","$798,986","'-","2014"
"12","Orton                     Daniel Orton","C","21","$883,370","1.52%","$883,370","$883,370","$883,370","'-","2012"
"13","Smith                     Ishmael Smith","PG","23","$522,472","0.90%","$522,472","$522,472","$522,472","$522,472","2012"
"14","Harper                     Justin Harper","SF","22","$473,604","0.82%","$473,604","$473,604","$381,193","'-","2012"
"15","Liggins                     DeAndre Liggins","SG","23","$473,604","0.82%","$473,604","$473,604","$381,193","$381,193","2012"
"16","Arenas                     Gilbert Arenas","SG","30","'-","'-","'-","'-","$19,269,308","'-",""

