" ","Player (4)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap"," "," "," "," "," "
"1","Aldridge                     LaMarcus Aldridge","PF","38","$2,221,685","1.63%","","","","","Early Bird"
"2","Chandler                     Wilson Chandler","SF","36","$2,019,706","1.48%","","","","","Non-Bird"
"3","James                     Mike James","PG","33","$2,019,706","1.48%","","","","","Non-Bird"
"4","Milutinov                     Nikola Milutinov","C","29","'-","'-","","","","","1st Round Pick"

