" ","Player (15)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Iguodala                     Andre Iguodala","SF","29","$14,968,250","25.79%","$14,968,250","$14,968,250","$14,968,250","'-","2013"
"2","McGee                     JaVale McGee","C","25","$10,000,000","17.23%","$10,000,000","$10,000,000","$10,000,000","'-","2016"
"3","Gallinari                     Danilo Gallinari","SF","24","$9,439,000","16.26%","$9,439,000","$9,439,000","$9,439,000","'-",""
"4","Chandler                     Wilson Chandler","SF","25","$5,930,414","10.22%","$5,930,414","$5,930,414","$5,930,414","$5,930,414","2016"
"5","Miller                     Andre Miller","PG","36","$5,000,000","8.61%","$5,000,000","$5,000,000","$5,000,000","'-","2015"
"6","Brewer                     Corey Brewer","SG","26","$3,243,000","5.59%","$3,243,000","$3,243,000","$3,243,000","$3,243,000","2013"
"7","Mozgov                     Timofey Mozgov","C","26","$3,140,429","5.41%","$3,140,429","$3,140,429","$3,140,429","$3,140,429","2013"
"8","Koufos                     Kosta Koufos","C","23","$3,000,000","5.17%","$3,000,000","$3,000,000","$3,000,000","$3,000,000","2015"
"9","Lawson                     Ty Lawson","PG","25","$2,544,529","4.38%","$2,544,529","$2,544,529","$2,544,529","'-",""
"10","Randolph                     Anthony Randolph","PF","23","$1,674,641","2.89%","$1,674,641","$1,674,641","$1,674,641","'-","2014"
"11","Fournier                     Evan Fournier","SG","20","$1,361,400","2.35%","$1,361,400","$1,361,400","$1,361,400","$1,361,400","2016"
"12","Faried                     Kenneth Faried","PF","23","$1,311,240","2.26%","$1,311,240","$1,311,240","$1,311,240","$1,311,240",""
"13","Hamilton                     Jordan Hamilton","SF","22","$1,121,520","1.93%","$1,121,520","$1,121,520","$1,121,520","'-","2015"
"14","Stone                     Julyan Stone","PG","24","$762,195","1.31%","$762,195","$762,195","$762,195","'-","2013"
"15","Miller                     Quincy Miller","SF","20","$473,604","0.82%","$473,604","$473,604","$473,604","'-","2014"

