" ","Player (17)","Pos","Age","Cap Hit","Cap Hit Pct                         League Cap","Apron Salary","Luxury Tax","Cash                         Total","Cash                         Guaranteed","Free Agent                         Year"
"1","Knight                     Brandon Knight","PG","26","$13,618,750","13.74%","$13,618,750","$13,618,750","$13,618,750","$13,618,750","2020"
"2","Chandler                     Tyson Chandler","C","35","$13,000,000","13.12%","$13,000,000","$13,000,000","$13,000,000","$13,000,000","2019"
"3","Dudley                     Jared Dudley","SF","32","$10,000,000","10.09%","$10,000,000","$10,000,000","$10,000,000","$10,000,000","2019"
"4","Williams                     Alan Williams","PF","25","$6,000,000","6.05%","$6,000,000","$6,000,000","$6,000,000","$6,000,000","2020"
"5","Jackson                     Josh Jackson","SF","20","$5,090,040","5.14%","$5,090,040","$5,090,040","$5,090,040","$5,090,040","2020"
"6","Bender                     Dragan Bender","PF","20","$4,468,800","4.51%","$4,468,800","$4,468,800","$4,468,800","$4,468,800","2019"
"7","Len                     Alex Len","C","24","$4,187,598","4.23%","$4,187,598","$4,187,598","$4,187,598","$4,187,598","2018"
"8","Daniels                     Troy Daniels","SG","26","$3,408,520","3.44%","$3,408,520","$3,408,520","$3,408,520","$3,408,520","2019"
"9","Payton                     Elfrid Payton","PG","23","$3,332,340","3.36%","$3,332,340","$3,332,340","$1,186,087","$3,332,340","2018"
"10","Warren                     T.J. Warren","SF","24","$3,152,931","3.18%","$3,152,931","$3,152,931","$3,152,931","$3,152,931","2018"
"11","Chriss                     Marquese Chriss","PF","20","$3,073,800","3.10%","$3,073,800","$3,073,800","$3,073,800","$3,073,800","2019"
"12","Booker                     Devin Booker","SG","21","$2,319,360","2.34%","$2,319,360","$2,319,360","$2,319,360","$2,319,360","2030"
"13","Ulis                     Tyler Ulis","PG","22","$1,312,611","1.32%","$1,312,611","$1,471,382","$1,312,611","$1,312,611","2020"
"14","Reed                     Davon Reed","SG","22","$815,615","0.82%","$815,615","$815,615","$815,615","$815,615","2021"
"15","Harrison                     Shaquille Harrison","PG","24","$175,000","0.18%","$175,000","$175,000","$175,000","$175,000","2019"
"16","House Jr.                     Danuel House Jr.","SF","24","Two-Way","'-","'-","'-","'-","'-",""
"17","Peters                     Alec Peters","SF","22","Two-Way","'-","'-","'-","'-","'-",""

